관측시간,실측조위(Cm),예측조위(Cm),잔차(Cm)
2013-04-29 12:09,354,352,2
2013-04-29 12:10,352,351,1
2013-04-29 12:11,351,350,1
2013-04-29 12:12,350,349,1
2013-04-29 12:13,348,347,1
2013-04-29 12:14,346,346,0
2013-04-29 12:15,345,345,0
2013-04-29 12:16,343,343,0
2013-04-29 12:17,342,342,0
2013-04-29 12:18,340,341,-1
2013-04-29 12:19,338,339,-1
2013-04-29 12:20,337,338,-1
2013-04-29 12:21,336,337,-1
2013-04-29 12:22,334,335,-1
2013-04-29 12:23,333,334,-1
2013-04-29 12:24,331,333,-2
2013-04-29 12:25,329,332,-3
2013-04-29 12:26,328,330,-2
2013-04-29 12:27,327,329,-2
2013-04-29 12:28,325,328,-3
2013-04-29 12:29,323,326,-3
2013-04-29 12:30,322,325,-3
2013-04-29 12:31,321,324,-3
2013-04-29 12:32,319,322,-3
2013-04-29 12:33,318,321,-3
2013-04-29 12:34,316,320,-4
2013-04-29 12:35,315,318,-3
2013-04-29 12:36,314,317,-3
2013-04-29 12:37,312,315,-3
2013-04-29 12:38,311,314,-3
2013-04-29 12:39,310,313,-3
2013-04-29 12:40,308,311,-3
2013-04-29 12:41,307,310,-3
2013-04-29 12:42,306,309,-3
2013-04-29 12:43,304,307,-3
2013-04-29 12:44,303,306,-3
2013-04-29 12:45,302,305,-3
2013-04-29 12:46,300,303,-3
2013-04-29 12:47,298,302,-4
2013-04-29 12:48,297,300,-3
2013-04-29 12:49,296,299,-3
2013-04-29 12:50,294,298,-4
2013-04-29 12:51,293,296,-3
2013-04-29 12:52,291,295,-4
2013-04-29 12:53,290,293,-3
2013-04-29 12:54,289,292,-3
2013-04-29 12:55,288,291,-3
2013-04-29 12:56,286,289,-3
2013-04-29 12:57,285,288,-3
2013-04-29 12:58,283,286,-3
2013-04-29 12:59,283,285,-2
2013-04-29 13:00,281,283,-2
2013-04-29 13:01,279,282,-3
2013-04-29 13:02,278,281,-3
2013-04-29 13:03,277,279,-2
2013-04-29 13:04,276,278,-2
2013-04-29 13:05,275,276,-1
2013-04-29 13:06,274,275,-1
2013-04-29 13:07,272,273,-1
2013-04-29 13:08,271,272,-1
2013-04-29 13:09,269,271,-2
2013-04-29 13:10,268,269,-1
2013-04-29 13:11,267,268,-1
2013-04-29 13:12,266,266,0
2013-04-29 13:13,265,265,0
2013-04-29 13:14,263,263,0
2013-04-29 13:15,262,262,0
2013-04-29 13:16,261,260,1
2013-04-29 13:17,260,259,1
2013-04-29 13:18,258,257,1
2013-04-29 13:19,257,256,1
2013-04-29 13:20,256,254,2
2013-04-29 13:21,254,253,1
2013-04-29 13:22,253,251,2
2013-04-29 13:23,252,250,2
2013-04-29 13:24,251,249,2
2013-04-29 13:25,250,247,3
2013-04-29 13:26,249,246,3
2013-04-29 13:27,248,244,4
2013-04-29 13:28,247,243,4
2013-04-29 13:29,246,241,5
2013-04-29 13:30,244,240,4
2013-04-29 13:31,243,238,5
2013-04-29 13:32,242,237,5
2013-04-29 13:33,241,235,6
2013-04-29 13:34,240,234,6
2013-04-29 13:35,239,232,7
2013-04-29 13:36,237,231,6
2013-04-29 13:37,235,229,6
2013-04-29 13:38,234,228,6
2013-04-29 13:39,234,226,8
2013-04-29 13:40,232,225,7
2013-04-29 13:41,231,224,7
2013-04-29 13:42,231,222,9
2013-04-29 13:43,229,221,8
2013-04-29 13:44,228,219,9
2013-04-29 13:45,227,218,9
2013-04-29 13:46,226,216,10
2013-04-29 13:47,225,215,10
2013-04-29 13:48,224,213,11
2013-04-29 13:49,222,212,10
2013-04-29 13:50,221,211,10
2013-04-29 13:51,220,209,11
2013-04-29 13:52,219,208,11
2013-04-29 13:53,218,206,12
2013-04-29 13:54,217,205,12
2013-04-29 13:55,215,203,12
2013-04-29 13:56,214,202,12
2013-04-29 13:57,213,201,12
2013-04-29 13:58,212,199,13
2013-04-29 13:59,211,198,13
2013-04-29 14:00,211,196,15
2013-04-29 14:01,209,195,14
2013-04-29 14:02,208,194,14
2013-04-29 14:03,207,192,15
2013-04-29 14:04,206,191,15
2013-04-29 14:05,205,190,15
2013-04-29 14:06,204,188,16
2013-04-29 14:07,203,187,16
2013-04-29 14:08,202,186,16
2013-04-29 14:09,201,184,17
2013-04-29 14:10,200,183,17
2013-04-29 14:11,199,182,17
2013-04-29 14:12,198,180,18
2013-04-29 14:13,197,179,18
2013-04-29 14:14,196,178,18
2013-04-29 14:15,195,176,19
2013-04-29 14:16,194,175,19
2013-04-29 14:17,193,174,19
2013-04-29 14:18,192,173,19
2013-04-29 14:19,191,171,20
2013-04-29 14:20,190,170,20
2013-04-29 14:21,189,169,20
2013-04-29 14:22,188,168,20
2013-04-29 14:23,187,166,21
2013-04-29 14:24,186,165,21
2013-04-29 14:25,185,164,21
2013-04-29 14:26,184,163,21
2013-04-29 14:27,183,162,21
2013-04-29 14:28,182,161,21
2013-04-29 14:29,181,159,22
2013-04-29 14:30,181,158,23
2013-04-29 14:31,179,157,22
2013-04-29 14:32,179,156,23
2013-04-29 14:33,177,155,22
2013-04-29 14:34,176,154,22
2013-04-29 14:35,176,153,23
2013-04-29 14:36,174,152,22
2013-04-29 14:37,174,151,23
2013-04-29 14:38,172,150,22
2013-04-29 14:39,172,148,24
2013-04-29 14:40,170,147,23
2013-04-29 14:41,170,146,24
2013-04-29 14:42,169,145,24
2013-04-29 14:43,168,144,24
2013-04-29 14:44,168,144,24
2013-04-29 14:45,167,143,24
2013-04-29 14:46,166,142,24
2013-04-29 14:47,165,141,24
2013-04-29 14:48,164,140,24
2013-04-29 14:49,163,139,24
2013-04-29 14:50,163,138,25
2013-04-29 14:51,162,137,25
2013-04-29 14:52,161,136,25
2013-04-29 14:53,159,135,24
2013-04-29 14:54,159,135,24
2013-04-29 14:55,158,134,24
2013-04-29 14:56,157,133,24
2013-04-29 14:57,156,132,24
2013-04-29 14:58,155,131,24
2013-04-29 14:59,154,131,23
2013-04-29 15:00,153,130,23
2013-04-29 15:01,153,129,24
2013-04-29 15:02,152,128,24
2013-04-29 15:03,151,128,23
2013-04-29 15:04,150,127,23
2013-04-29 15:05,150,126,24
2013-04-29 15:06,149,126,23
2013-04-29 15:07,148,125,23
2013-04-29 15:08,147,124,23
2013-04-29 15:09,146,124,22
2013-04-29 15:10,146,123,23
2013-04-29 15:11,143,123,20
2013-04-29 15:12,144,122,22
2013-04-29 15:13,143,121,22
2013-04-29 15:14,142,121,21
2013-04-29 15:15,142,120,22
2013-04-29 15:16,140,120,20
2013-04-29 15:17,140,119,21
2013-04-29 15:18,138,119,19
2013-04-29 15:19,138,118,20
2013-04-29 15:20,137,118,19
2013-04-29 15:21,135,118,17
2013-04-29 15:22,136,117,19
2013-04-29 15:23,135,117,18
2013-04-29 15:24,134,116,18
2013-04-29 15:25,133,116,17
2013-04-29 15:26,132,116,16
2013-04-29 15:27,132,116,16
2013-04-29 15:28,131,115,16
2013-04-29 15:29,130,115,15
2013-04-29 15:30,130,115,15
2013-04-29 15:31,129,114,15
2013-04-29 15:32,128,114,14
2013-04-29 15:33,128,114,14
2013-04-29 15:34,126,114,12
2013-04-29 15:35,126,114,12
2013-04-29 15:36,125,113,12
2013-04-29 15:37,124,113,11
2013-04-29 15:38,124,113,11
2013-04-29 15:39,123,113,10
2013-04-29 15:40,121,113,8
2013-04-29 15:41,121,113,8
2013-04-29 15:42,120,113,7
2013-04-29 15:43,120,113,7
2013-04-29 15:44,119,113,6
2013-04-29 15:45,118,113,5
2013-04-29 15:46,118,113,5
2013-04-29 15:47,118,113,5
2013-04-29 15:48,117,113,4
2013-04-29 15:49,116,113,3
2013-04-29 15:50,116,113,3
2013-04-29 15:51,116,113,3
2013-04-29 15:52,116,114,2
2013-04-29 15:53,115,114,1
2013-04-29 15:54,114,114,0
2013-04-29 15:55,114,114,0
2013-04-29 15:56,114,114,0
2013-04-29 15:57,114,115,-1
2013-04-29 15:58,114,115,-1
2013-04-29 15:59,113,115,-2
2013-04-29 16:00,114,115,-1
2013-04-29 16:01,114,116,-2
2013-04-29 16:02,114,116,-2
2013-04-29 16:03,114,117,-3
2013-04-29 16:04,115,117,-2
2013-04-29 16:05,116,117,-1
2013-04-29 16:06,116,118,-2
2013-04-29 16:07,116,118,-2
2013-04-29 16:08,117,119,-2
2013-04-29 16:09,119,119,0
2013-04-29 16:10,120,120,0
2013-04-29 16:11,122,120,2
2013-04-29 16:12,123,121,2
2013-04-29 16:13,126,121,5
2013-04-29 16:14,128,122,6
2013-04-29 16:15,131,123,8
2013-04-29 16:16,133,123,10
2013-04-29 16:17,136,124,12
2013-04-29 16:18,140,125,15
2013-04-29 16:19,142,125,17
2013-04-29 16:20,145,126,19
2013-04-29 16:21,148,127,21
2013-04-29 16:22,151,127,24
2013-04-29 16:23,154,128,26
2013-04-29 16:24,156,129,27
2013-04-29 16:25,158,130,28
2013-04-29 16:26,161,131,30
2013-04-29 16:27,163,132,31
2013-04-29 16:28,165,132,33
2013-04-29 16:29,167,133,34
2013-04-29 16:30,169,134,35
2013-04-29 16:31,170,135,35
2013-04-29 16:32,173,136,37
2013-04-29 16:33,175,137,38
2013-04-29 16:34,176,138,38
2013-04-29 16:35,178,139,39
2013-04-29 16:36,180,140,40
2013-04-29 16:37,181,142,39
2013-04-29 16:38,183,143,40
2013-04-29 16:39,185,144,41
2013-04-29 16:40,186,145,41
2013-04-29 16:41,188,146,42
2013-04-29 16:42,189,147,42
2013-04-29 16:43,191,149,42
2013-04-29 16:44,192,150,42
2013-04-29 16:45,194,151,43
2013-04-29 16:46,195,152,43
2013-04-29 16:47,196,154,42
2013-04-29 16:48,198,155,43
2013-04-29 16:49,199,156,43
2013-04-29 16:50,201,158,43
2013-04-29 16:51,202,159,43
2013-04-29 16:52,203,161,42
2013-04-29 16:53,204,162,42
2013-04-29 16:54,206,164,42
2013-04-29 16:55,207,165,42
2013-04-29 16:56,208,167,41
2013-04-29 16:57,209,168,41
2013-04-29 16:58,210,170,40
2013-04-29 16:59,211,171,40
2013-04-29 17:00,213,173,40
2013-04-29 17:01,213,175,38
2013-04-29 17:02,215,176,39
2013-04-29 17:03,216,178,38
2013-04-29 17:04,217,180,37
2013-04-29 17:05,218,181,37
2013-04-29 17:06,219,183,36
2013-04-29 17:07,220,185,35
2013-04-29 17:08,221,187,34
2013-04-29 17:09,223,188,35
2013-04-29 17:10,224,190,34
2013-04-29 17:11,225,192,33
2013-04-29 17:12,225,194,31
2013-04-29 17:13,227,196,31
2013-04-29 17:14,227,198,29
2013-04-29 17:15,229,200,29
2013-04-29 17:16,230,202,28
2013-04-29 17:17,231,204,27
2013-04-29 17:18,232,206,26
2013-04-29 17:19,233,208,25
2013-04-29 17:20,234,210,24
2013-04-29 17:21,235,212,23
2013-04-29 17:22,237,214,23
2013-04-29 17:23,238,216,22
2013-04-29 17:24,240,218,22
2013-04-29 17:25,241,221,20
2013-04-29 17:26,243,223,20
2013-04-29 17:27,244,225,19
2013-04-29 17:28,245,227,18
2013-04-29 17:29,247,230,17
2013-04-29 17:30,248,232,16
2013-04-29 17:31,250,234,16
2013-04-29 17:32,252,236,16
2013-04-29 17:33,253,239,14
2013-04-29 17:34,255,241,14
2013-04-29 17:35,257,243,14
2013-04-29 17:36,259,246,13
2013-04-29 17:37,260,248,12
2013-04-29 17:38,262,251,11
2013-04-29 17:39,263,253,10
2013-04-29 17:40,265,256,9
2013-04-29 17:41,267,258,9
2013-04-29 17:42,269,261,8
2013-04-29 17:43,271,263,8
2013-04-29 17:44,273,266,7
2013-04-29 17:45,275,268,7
2013-04-29 17:46,277,271,6
2013-04-29 17:47,279,274,5
2013-04-29 17:48,281,276,5
2013-04-29 17:49,283,279,4
2013-04-29 17:50,285,281,4
2013-04-29 17:51,288,284,4
2013-04-29 17:52,290,287,3
2013-04-29 17:53,293,290,3
2013-04-29 17:54,295,292,3
2013-04-29 17:55,298,295,3
2013-04-29 17:56,300,298,2
2013-04-29 17:57,303,301,2
2013-04-29 17:58,306,303,3
2013-04-29 17:59,308,306,2
2013-04-29 18:00,311,309,2
2013-04-29 18:01,314,312,2
2013-04-29 18:02,317,315,2
2013-04-29 18:03,319,317,2
2013-04-29 18:04,322,320,2
2013-04-29 18:05,325,323,2
2013-04-29 18:06,328,326,2
2013-04-29 18:07,331,329,2
2013-04-29 18:08,334,332,2
2013-04-29 18:09,337,335,2
2013-04-29 18:10,339,338,1
2013-04-29 18:11,342,341,1
2013-04-29 18:12,345,344,1
2013-04-29 18:13,348,347,1
2013-04-29 18:14,351,350,1
2013-04-29 18:15,354,353,1
2013-04-29 18:16,357,356,1
2013-04-29 18:17,360,359,1
2013-04-29 18:18,363,362,1
2013-04-29 18:19,366,365,1
2013-04-29 18:20,369,368,1
2013-04-29 18:21,372,371,1
2013-04-29 18:22,375,374,1
2013-04-29 18:23,378,377,1
2013-04-29 18:24,381,380,1
2013-04-29 18:25,384,383,1
2013-04-29 18:26,387,386,1
2013-04-29 18:27,390,389,1
2013-04-29 18:28,393,392,1
2013-04-29 18:29,396,395,1
2013-04-29 18:30,399,398,1
2013-04-29 18:31,402,401,1
2013-04-29 18:32,405,404,1
2013-04-29 18:33,408,407,1
2013-04-29 18:34,411,410,1
2013-04-29 18:35,414,413,1
2013-04-29 18:36,416,416,0
2013-04-29 18:37,419,420,-1
2013-04-29 18:38,422,423,-1
2013-04-29 18:39,425,426,-1
2013-04-29 18:40,428,429,-1
2013-04-29 18:41,431,432,-1
2013-04-29 18:42,433,435,-2
2013-04-29 18:43,436,438,-2
2013-04-29 18:44,439,441,-2
2013-04-29 18:45,441,444,-3
2013-04-29 18:46,444,447,-3
2013-04-29 18:47,447,450,-3
2013-04-29 18:48,449,453,-4
2013-04-29 18:49,452,456,-4
2013-04-29 18:50,454,459,-5
2013-04-29 18:51,457,462,-5
2013-04-29 18:52,459,465,-6
2013-04-29 18:53,462,468,-6
2013-04-29 18:54,465,471,-6
2013-04-29 18:55,467,474,-7
2013-04-29 18:56,470,477,-7
2013-04-29 18:57,473,480,-7
2013-04-29 18:58,476,483,-7
2013-04-29 18:59,479,486,-7
2013-04-29 19:00,481,489,-8
2013-04-29 19:01,484,491,-7
2013-04-29 19:02,487,494,-7
2013-04-29 19:03,489,497,-8
2013-04-29 19:04,492,500,-8
2013-04-29 19:05,495,503,-8
2013-04-29 19:06,498,506,-8
2013-04-29 19:07,501,508,-7
2013-04-29 19:08,504,511,-7
2013-04-29 19:09,506,514,-8
2013-04-29 19:10,509,517,-8
2013-04-29 19:11,512,520,-8
2013-04-29 19:12,514,522,-8
2013-04-29 19:13,517,525,-8
2013-04-29 19:14,520,528,-8
2013-04-29 19:15,522,530,-8
2013-04-29 19:16,525,533,-8
2013-04-29 19:17,527,535,-8
2013-04-29 19:18,530,538,-8
2013-04-29 19:19,532,541,-9
2013-04-29 19:20,534,543,-9
2013-04-29 19:21,536,546,-10
2013-04-29 19:22,539,548,-9
2013-04-29 19:23,541,551,-10
2013-04-29 19:24,543,553,-10
2013-04-29 19:25,545,555,-10
2013-04-29 19:26,547,558,-11
2013-04-29 19:27,550,560,-10
2013-04-29 19:28,552,563,-11
2013-04-29 19:29,554,565,-11
2013-04-29 19:30,556,567,-11
2013-04-29 19:31,558,569,-11
2013-04-29 19:32,560,572,-12
2013-04-29 19:33,562,574,-12
2013-04-29 19:34,564,576,-12
2013-04-29 19:35,566,578,-12
2013-04-29 19:36,568,580,-12
2013-04-29 19:37,571,582,-11
2013-04-29 19:38,572,584,-12
2013-04-29 19:39,575,586,-11
2013-04-29 19:40,577,588,-11
2013-04-29 19:41,579,590,-11
2013-04-29 19:42,580,592,-12
2013-04-29 19:43,582,594,-12
2013-04-29 19:44,584,596,-12
2013-04-29 19:45,586,598,-12
2013-04-29 19:46,588,600,-12
2013-04-29 19:47,590,601,-11
2013-04-29 19:48,592,603,-11
2013-04-29 19:49,594,605,-11
2013-04-29 19:50,596,606,-10
2013-04-29 19:51,598,608,-10
2013-04-29 19:52,600,610,-10
2013-04-29 19:53,602,611,-9
2013-04-29 19:54,604,613,-9
2013-04-29 19:55,606,614,-8
2013-04-29 19:56,608,615,-7
2013-04-29 19:57,609,617,-8
2013-04-29 19:58,611,618,-7
2013-04-29 19:59,612,620,-8
2013-04-29 20:00,614,621,-7
2013-04-29 20:01,615,622,-7
2013-04-29 20:02,617,623,-6
2013-04-29 20:03,618,624,-6
2013-04-29 20:04,619,626,-7
2013-04-29 20:05,620,627,-7
2013-04-29 20:06,621,628,-7
2013-04-29 20:07,622,629,-7
2013-04-29 20:08,623,630,-7
2013-04-29 20:09,624,631,-7
2013-04-29 20:10,625,632,-7
2013-04-29 20:11,626,632,-6
2013-04-29 20:12,627,633,-6
2013-04-29 20:13,628,634,-6
2013-04-29 20:14,628,635,-7
2013-04-29 20:15,629,635,-6
2013-04-29 20:16,630,636,-6
2013-04-29 20:17,631,637,-6
2013-04-29 20:18,632,637,-5
2013-04-29 20:19,632,638,-6
2013-04-29 20:20,633,638,-5
2013-04-29 20:21,633,639,-6
2013-04-29 20:22,634,639,-5
2013-04-29 20:23,634,640,-6
2013-04-29 20:24,635,640,-5
2013-04-29 20:25,635,640,-5
2013-04-29 20:26,636,641,-5
2013-04-29 20:27,636,641,-5
2013-04-29 20:28,637,641,-4
2013-04-29 20:29,637,641,-4
2013-04-29 20:30,637,641,-4
2013-04-29 20:31,638,641,-3
2013-04-29 20:32,638,641,-3
2013-04-29 20:33,638,641,-3
2013-04-29 20:34,638,641,-3
2013-04-29 20:35,638,641,-3
2013-04-29 20:36,638,641,-3
2013-04-29 20:37,639,641,-2
2013-04-29 20:38,638,641,-3
2013-04-29 20:39,639,640,-1
2013-04-29 20:40,638,640,-2
2013-04-29 20:41,638,640,-2
2013-04-29 20:42,638,639,-1
2013-04-29 20:43,638,639,-1
2013-04-29 20:44,637,639,-2
2013-04-29 20:45,637,638,-1
2013-04-29 20:46,637,638,-1
2013-04-29 20:47,636,637,-1
2013-04-29 20:48,636,636,0
2013-04-29 20:49,635,636,-1
2013-04-29 20:50,634,635,-1
2013-04-29 20:51,634,635,-1
2013-04-29 20:52,633,634,-1
2013-04-29 20:53,632,633,-1
2013-04-29 20:54,631,632,-1
2013-04-29 20:55,630,631,-1
2013-04-29 20:56,629,631,-2
2013-04-29 20:57,628,630,-2
2013-04-29 20:58,627,629,-2
2013-04-29 20:59,626,628,-2
2013-04-29 21:00,625,627,-2
2013-04-29 21:01,624,626,-2
2013-04-29 21:02,622,625,-3
2013-04-29 21:03,621,624,-3
2013-04-29 21:04,620,623,-3
2013-04-29 21:05,619,621,-2
2013-04-29 21:06,618,620,-2
2013-04-29 21:07,617,619,-2
2013-04-29 21:08,615,618,-3
2013-04-29 21:09,614,617,-3
2013-04-29 21:10,613,615,-2
2013-04-29 21:11,612,614,-2
2013-04-29 21:12,610,613,-3
2013-04-29 21:13,609,611,-2
2013-04-29 21:14,607,610,-3
2013-04-29 21:15,606,608,-2
2013-04-29 21:16,605,607,-2
2013-04-29 21:17,603,605,-2
2013-04-29 21:18,602,604,-2
2013-04-29 21:19,600,602,-2
2013-04-29 21:20,599,601,-2
2013-04-29 21:21,597,599,-2
2013-04-29 21:22,596,598,-2
2013-04-29 21:23,594,596,-2
2013-04-29 21:24,593,594,-1
2013-04-29 21:25,591,593,-2
2013-04-29 21:26,589,591,-2
2013-04-29 21:27,587,589,-2
2013-04-29 21:28,586,588,-2
2013-04-29 21:29,584,586,-2
2013-04-29 21:30,583,584,-1
2013-04-29 21:31,582,582,0
2013-04-29 21:32,580,580,0
2013-04-29 21:33,579,579,0
2013-04-29 21:34,577,577,0
2013-04-29 21:35,576,575,1
2013-04-29 21:36,574,573,1
2013-04-29 21:37,572,571,1
2013-04-29 21:38,571,569,2
2013-04-29 21:39,569,567,2
2013-04-29 21:40,568,565,3
2013-04-29 21:41,566,563,3
2013-04-29 21:42,564,561,3
2013-04-29 21:43,563,559,4
2013-04-29 21:44,561,557,4
2013-04-29 21:45,560,555,5
2013-04-29 21:46,558,553,5
2013-04-29 21:47,556,551,5
2013-04-29 21:48,554,549,5
2013-04-29 21:49,552,547,5
2013-04-29 21:50,550,545,5
2013-04-29 21:51,549,543,6
2013-04-29 21:52,547,541,6
2013-04-29 21:53,545,539,6
2013-04-29 21:54,544,537,7
2013-04-29 21:55,542,535,7
2013-04-29 21:56,540,533,7
2013-04-29 21:57,538,531,7
2013-04-29 21:58,537,528,9
2013-04-29 21:59,534,526,8
2013-04-29 22:00,533,524,9
2013-04-29 22:01,530,522,8
2013-04-29 22:02,529,520,9
2013-04-29 22:03,527,518,9
2013-04-29 22:04,525,516,9
2013-04-29 22:05,523,513,10
2013-04-29 22:06,521,511,10
2013-04-29 22:07,519,509,10
2013-04-29 22:08,518,507,11
2013-04-29 22:09,515,505,10
2013-04-29 22:10,513,503,10
2013-04-29 22:11,511,501,10
2013-04-29 22:12,509,498,11
2013-04-29 22:13,508,496,12
2013-04-29 22:14,506,494,12
2013-04-29 22:15,504,492,12
2013-04-29 22:16,502,490,12
2013-04-29 22:17,500,488,12
2013-04-29 22:18,498,486,12
2013-04-29 22:19,496,483,13
2013-04-29 22:20,494,481,13
2013-04-29 22:21,492,479,13
2013-04-29 22:22,490,477,13
2013-04-29 22:23,488,475,13
2013-04-29 22:24,486,473,13
2013-04-29 22:25,484,471,13
2013-04-29 22:26,483,469,14
2013-04-29 22:27,480,466,14
2013-04-29 22:28,478,464,14
2013-04-29 22:29,476,462,14
2013-04-29 22:30,474,460,14
2013-04-29 22:31,472,458,14
2013-04-29 22:32,471,456,15
2013-04-29 22:33,469,454,15
2013-04-29 22:34,467,452,15
2013-04-29 22:35,465,450,15
2013-04-29 22:36,463,448,15
2013-04-29 22:37,461,446,15
2013-04-29 22:38,460,444,16
2013-04-29 22:39,458,442,16
2013-04-29 22:40,455,440,15
2013-04-29 22:41,454,438,16
2013-04-29 22:42,452,436,16
2013-04-29 22:43,450,434,16
2013-04-29 22:44,448,432,16
2013-04-29 22:45,446,430,16
2013-04-29 22:46,444,428,16
2013-04-29 22:47,442,426,16
2013-04-29 22:48,441,424,17
2013-04-29 22:49,438,422,16
2013-04-29 22:50,437,420,17
2013-04-29 22:51,435,418,17
2013-04-29 22:52,433,416,17
2013-04-29 22:53,431,415,16
2013-04-29 22:54,429,413,16
2013-04-29 22:55,428,411,17
2013-04-29 22:56,426,409,17
2013-04-29 22:57,424,407,17
2013-04-29 22:58,423,405,18
2013-04-29 22:59,421,404,17
2013-04-29 23:00,419,402,17
2013-04-29 23:01,417,400,17
2013-04-29 23:02,415,398,17
2013-04-29 23:03,414,396,18
2013-04-29 23:04,412,395,17
2013-04-29 23:05,410,393,17
2013-04-29 23:06,408,391,17
2013-04-29 23:07,407,390,17
2013-04-29 23:08,405,388,17
2013-04-29 23:09,403,386,17
2013-04-29 23:10,401,385,16
2013-04-29 23:11,400,383,17
2013-04-29 23:12,398,381,17
2013-04-29 23:13,396,380,16
2013-04-29 23:14,395,378,17
2013-04-29 23:15,393,376,17
2013-04-29 23:16,392,375,17
2013-04-29 23:17,390,373,17
2013-04-29 23:18,388,372,16
2013-04-29 23:19,387,370,17
2013-04-29 23:20,385,368,17
2013-04-29 23:21,383,367,16
2013-04-29 23:22,381,365,16
2013-04-29 23:23,380,364,16
2013-04-29 23:24,378,362,16
2013-04-29 23:25,376,361,15
2013-04-29 23:26,375,359,16
2013-04-29 23:27,373,358,15
2013-04-29 23:28,371,356,15
2013-04-29 23:29,370,355,15
2013-04-29 23:30,368,354,14
2013-04-29 23:31,366,352,14
2013-04-29 23:32,364,351,13
2013-04-29 23:33,363,349,14
2013-04-29 23:34,361,348,13
2013-04-29 23:35,359,346,13
2013-04-29 23:36,358,345,13
2013-04-29 23:37,356,344,12
2013-04-29 23:38,355,342,13
2013-04-29 23:39,353,341,12
2013-04-29 23:40,352,340,12
2013-04-29 23:41,350,338,12
2013-04-29 23:42,348,337,11
2013-04-29 23:43,347,336,11
2013-04-29 23:44,345,334,11
2013-04-29 23:45,344,333,11
2013-04-29 23:46,342,332,10
2013-04-29 23:47,340,330,10
2013-04-29 23:48,339,329,10
2013-04-29 23:49,337,328,9
2013-04-29 23:50,336,327,9
2013-04-29 23:51,334,325,9
2013-04-29 23:52,333,324,9
2013-04-29 23:53,331,323,8
2013-04-29 23:54,329,322,7
