관측시간,실측조위(Cm),예측조위(Cm),잔차(Cm)
2013-04-29 23:55,328,320,8
2013-04-29 23:56,326,319,7
2013-04-29 23:57,325,318,7
2013-04-29 23:58,323,317,6
2013-04-29 23:59,322,316,6
2013-04-30 0:00,320,314,6
2013-04-30 0:01,319,313,6
2013-04-30 0:02,317,312,5
2013-04-30 0:03,316,311,5
2013-04-30 0:04,314,310,4
2013-04-30 0:05,313,309,4
2013-04-30 0:06,311,307,4
2013-04-30 0:07,310,306,4
2013-04-30 0:08,308,305,3
2013-04-30 0:09,307,304,3
2013-04-30 0:10,305,303,2
2013-04-30 0:11,304,302,2
2013-04-30 0:12,302,300,2
2013-04-30 0:13,301,299,2
2013-04-30 0:14,300,298,2
2013-04-30 0:15,298,297,1
2013-04-30 0:16,297,296,1
2013-04-30 0:17,295,295,0
2013-04-30 0:18,294,294,0
2013-04-30 0:19,292,292,0
2013-04-30 0:20,291,291,0
2013-04-30 0:21,289,290,-1
2013-04-30 0:22,288,289,-1
2013-04-30 0:23,286,288,-2
2013-04-30 0:24,285,287,-2
2013-04-30 0:25,283,286,-3
2013-04-30 0:26,282,285,-3
2013-04-30 0:27,281,283,-2
2013-04-30 0:28,280,282,-2
2013-04-30 0:29,278,281,-3
2013-04-30 0:30,277,280,-3
2013-04-30 0:31,275,279,-4
2013-04-30 0:32,275,278,-3
2013-04-30 0:33,273,277,-4
2013-04-30 0:34,271,275,-4
2013-04-30 0:35,270,274,-4
2013-04-30 0:36,269,273,-4
2013-04-30 0:37,267,272,-5
2013-04-30 0:38,266,271,-5
2013-04-30 0:39,265,270,-5
2013-04-30 0:40,263,269,-6
2013-04-30 0:41,262,267,-5
2013-04-30 0:42,261,266,-5
2013-04-30 0:43,260,265,-5
2013-04-30 0:44,258,264,-6
2013-04-30 0:45,257,263,-6
2013-04-30 0:46,256,262,-6
2013-04-30 0:47,254,261,-7
2013-04-30 0:48,253,259,-6
2013-04-30 0:49,252,258,-6
2013-04-30 0:50,250,257,-7
2013-04-30 0:51,249,256,-7
2013-04-30 0:52,248,255,-7
2013-04-30 0:53,247,254,-7
2013-04-30 0:54,245,252,-7
2013-04-30 0:55,244,251,-7
2013-04-30 0:56,243,250,-7
2013-04-30 0:57,242,249,-7
2013-04-30 0:58,241,248,-7
2013-04-30 0:59,240,247,-7
2013-04-30 1:00,238,245,-7
2013-04-30 1:01,237,244,-7
2013-04-30 1:02,235,243,-8
2013-04-30 1:03,234,242,-8
2013-04-30 1:04,233,241,-8
2013-04-30 1:05,232,239,-7
2013-04-30 1:06,231,238,-7
2013-04-30 1:07,229,237,-8
2013-04-30 1:08,229,236,-7
2013-04-30 1:09,227,234,-7
2013-04-30 1:10,226,233,-7
2013-04-30 1:11,225,232,-7
2013-04-30 1:12,224,231,-7
2013-04-30 1:13,223,229,-6
2013-04-30 1:14,221,228,-7
2013-04-30 1:15,221,227,-6
2013-04-30 1:16,219,226,-7
2013-04-30 1:17,218,224,-6
2013-04-30 1:18,217,223,-6
2013-04-30 1:19,216,222,-6
2013-04-30 1:20,215,221,-6
2013-04-30 1:21,214,219,-5
2013-04-30 1:22,212,218,-6
2013-04-30 1:23,211,217,-6
2013-04-30 1:24,210,216,-6
2013-04-30 1:25,209,214,-5
2013-04-30 1:26,208,213,-5
2013-04-30 1:27,207,212,-5
2013-04-30 1:28,206,211,-5
2013-04-30 1:29,204,209,-5
2013-04-30 1:30,203,208,-5
2013-04-30 1:31,202,207,-5
2013-04-30 1:32,201,205,-4
2013-04-30 1:33,200,204,-4
2013-04-30 1:34,199,203,-4
2013-04-30 1:35,197,201,-4
2013-04-30 1:36,196,200,-4
2013-04-30 1:37,195,199,-4
2013-04-30 1:38,194,198,-4
2013-04-30 1:39,193,196,-3
2013-04-30 1:40,192,195,-3
2013-04-30 1:41,191,194,-3
2013-04-30 1:42,190,192,-2
2013-04-30 1:43,189,191,-2
2013-04-30 1:44,188,190,-2
2013-04-30 1:45,187,188,-1
2013-04-30 1:46,186,187,-1
2013-04-30 1:47,185,186,-1
2013-04-30 1:48,184,184,0
2013-04-30 1:49,183,183,0
2013-04-30 1:50,181,182,-1
2013-04-30 1:51,180,180,0
2013-04-30 1:52,179,179,0
2013-04-30 1:53,178,178,0
2013-04-30 1:54,177,177,0
2013-04-30 1:55,176,175,1
2013-04-30 1:56,175,174,1
2013-04-30 1:57,174,173,1
2013-04-30 1:58,173,171,2
2013-04-30 1:59,172,170,2
2013-04-30 2:00,171,169,2
2013-04-30 2:01,170,167,3
2013-04-30 2:02,169,166,3
2013-04-30 2:03,168,165,3
2013-04-30 2:04,167,164,3
2013-04-30 2:05,166,162,4
2013-04-30 2:06,165,161,4
2013-04-30 2:07,164,160,4
2013-04-30 2:08,163,158,5
2013-04-30 2:09,162,157,5
2013-04-30 2:10,161,156,5
2013-04-30 2:11,159,155,4
2013-04-30 2:12,158,153,5
2013-04-30 2:13,157,152,5
2013-04-30 2:14,156,151,5
2013-04-30 2:15,155,149,6
2013-04-30 2:16,154,148,6
2013-04-30 2:17,153,147,6
2013-04-30 2:18,152,146,6
2013-04-30 2:19,151,144,7
2013-04-30 2:20,150,143,7
2013-04-30 2:21,150,142,8
2013-04-30 2:22,148,141,7
2013-04-30 2:23,147,140,7
2013-04-30 2:24,147,138,9
2013-04-30 2:25,146,137,9
2013-04-30 2:26,145,136,9
2013-04-30 2:27,143,135,8
2013-04-30 2:28,143,134,9
2013-04-30 2:29,141,132,9
2013-04-30 2:30,140,131,9
2013-04-30 2:31,140,130,10
2013-04-30 2:32,139,129,10
2013-04-30 2:33,138,128,10
2013-04-30 2:34,137,127,10
2013-04-30 2:35,136,126,10
2013-04-30 2:36,135,124,11
2013-04-30 2:37,134,123,11
2013-04-30 2:38,133,122,11
2013-04-30 2:39,132,121,11
2013-04-30 2:40,132,120,12
2013-04-30 2:41,130,119,11
2013-04-30 2:42,130,118,12
2013-04-30 2:43,129,117,12
2013-04-30 2:44,128,116,12
2013-04-30 2:45,127,115,12
2013-04-30 2:46,126,114,12
2013-04-30 2:47,126,113,13
2013-04-30 2:48,125,112,13
2013-04-30 2:49,124,111,13
2013-04-30 2:50,123,110,13
2013-04-30 2:51,122,109,13
2013-04-30 2:52,121,108,13
2013-04-30 2:53,120,107,13
2013-04-30 2:54,119,106,13
2013-04-30 2:55,118,105,13
2013-04-30 2:56,117,104,13
2013-04-30 2:57,116,103,13
2013-04-30 2:58,116,102,14
2013-04-30 2:59,115,102,13
2013-04-30 3:00,114,101,13
2013-04-30 3:01,113,100,13
2013-04-30 3:02,112,99,13
2013-04-30 3:03,112,98,14
2013-04-30 3:04,111,97,14
2013-04-30 3:05,110,97,13
2013-04-30 3:06,109,96,13
2013-04-30 3:07,108,95,13
2013-04-30 3:08,108,94,14
2013-04-30 3:09,107,94,13
2013-04-30 3:10,106,93,13
2013-04-30 3:11,104,92,12
2013-04-30 3:12,103,91,12
2013-04-30 3:13,103,91,12
2013-04-30 3:14,102,90,12
2013-04-30 3:15,101,89,12
2013-04-30 3:16,100,89,11
2013-04-30 3:17,99,88,11
2013-04-30 3:18,98,88,10
2013-04-30 3:19,97,87,10
2013-04-30 3:20,97,86,11
2013-04-30 3:21,96,86,10
2013-04-30 3:22,95,85,10
2013-04-30 3:23,94,85,9
2013-04-30 3:24,94,84,10
2013-04-30 3:25,93,84,9
2013-04-30 3:26,92,83,9
2013-04-30 3:27,91,83,8
2013-04-30 3:28,90,82,8
2013-04-30 3:29,89,82,7
2013-04-30 3:30,89,81,8
2013-04-30 3:31,88,81,7
2013-04-30 3:32,87,81,6
2013-04-30 3:33,86,80,6
2013-04-30 3:34,85,80,5
2013-04-30 3:35,84,80,4
2013-04-30 3:36,84,79,5
2013-04-30 3:37,83,79,4
2013-04-30 3:38,82,79,3
2013-04-30 3:39,81,79,2
2013-04-30 3:40,80,78,2
2013-04-30 3:41,79,78,1
2013-04-30 3:42,79,78,1
2013-04-30 3:43,78,78,0
2013-04-30 3:44,77,78,-1
2013-04-30 3:45,77,77,0
2013-04-30 3:46,76,77,-1
2013-04-30 3:47,76,77,-1
2013-04-30 3:48,75,77,-2
2013-04-30 3:49,74,77,-3
2013-04-30 3:50,74,77,-3
2013-04-30 3:51,73,77,-4
2013-04-30 3:52,73,77,-4
2013-04-30 3:53,72,77,-5
2013-04-30 3:54,72,77,-5
2013-04-30 3:55,71,77,-6
2013-04-30 3:56,70,77,-7
2013-04-30 3:57,70,77,-7
2013-04-30 3:58,69,77,-8
2013-04-30 3:59,69,77,-8
2013-04-30 4:00,69,78,-9
2013-04-30 4:01,68,78,-10
2013-04-30 4:02,68,78,-10
2013-04-30 4:03,68,78,-10
2013-04-30 4:04,68,78,-10
2013-04-30 4:05,68,79,-11
2013-04-30 4:06,68,79,-11
2013-04-30 4:07,68,79,-11
2013-04-30 4:08,68,79,-11
2013-04-30 4:09,68,80,-12
2013-04-30 4:10,69,80,-11
2013-04-30 4:11,69,80,-11
2013-04-30 4:12,70,81,-11
2013-04-30 4:13,71,81,-10
2013-04-30 4:14,72,82,-10
2013-04-30 4:15,73,82,-9
2013-04-30 4:16,75,83,-8
2013-04-30 4:17,77,83,-6
2013-04-30 4:18,79,84,-5
2013-04-30 4:19,82,84,-2
2013-04-30 4:20,84,85,-1
2013-04-30 4:21,87,85,2
2013-04-30 4:22,89,86,3
2013-04-30 4:23,92,86,6
2013-04-30 4:24,94,87,7
2013-04-30 4:25,96,88,8
2013-04-30 4:26,99,88,11
2013-04-30 4:27,101,89,12
2013-04-30 4:28,103,90,13
2013-04-30 4:29,105,91,14
2013-04-30 4:30,107,91,16
2013-04-30 4:31,109,92,17
2013-04-30 4:32,110,93,17
2013-04-30 4:33,112,94,18
2013-04-30 4:34,114,95,19
2013-04-30 4:35,116,96,20
2013-04-30 4:36,118,97,21
2013-04-30 4:37,120,98,22
2013-04-30 4:38,121,98,23
2013-04-30 4:39,123,99,24
2013-04-30 4:40,125,100,25
2013-04-30 4:41,127,101,26
2013-04-30 4:42,129,103,26
2013-04-30 4:43,131,104,27
2013-04-30 4:44,133,105,28
2013-04-30 4:45,135,106,29
2013-04-30 4:46,137,107,30
2013-04-30 4:47,139,108,31
2013-04-30 4:48,141,109,32
2013-04-30 4:49,143,110,33
2013-04-30 4:50,144,112,32
2013-04-30 4:51,145,113,32
2013-04-30 4:52,146,114,32
2013-04-30 4:53,148,116,32
2013-04-30 4:54,149,117,32
2013-04-30 4:55,151,118,33
2013-04-30 4:56,152,120,32
2013-04-30 4:57,153,121,32
2013-04-30 4:58,155,122,33
2013-04-30 4:59,156,124,32
2013-04-30 5:00,157,125,32
2013-04-30 5:01,158,127,31
2013-04-30 5:02,160,128,32
2013-04-30 5:03,161,130,31
2013-04-30 5:04,163,131,32
2013-04-30 5:05,164,133,31
2013-04-30 5:06,166,135,31
2013-04-30 5:07,167,136,31
2013-04-30 5:08,168,138,30
2013-04-30 5:09,169,140,29
2013-04-30 5:10,170,141,29
2013-04-30 5:11,172,143,29
2013-04-30 5:12,173,145,28
2013-04-30 5:13,174,147,27
2013-04-30 5:14,175,148,27
2013-04-30 5:15,177,150,27
2013-04-30 5:16,178,152,26
2013-04-30 5:17,179,154,25
2013-04-30 5:18,181,156,25
2013-04-30 5:19,182,158,24
2013-04-30 5:20,184,160,24
2013-04-30 5:21,185,162,23
2013-04-30 5:22,186,164,22
2013-04-30 5:23,188,166,22
2013-04-30 5:24,190,168,22
2013-04-30 5:25,191,170,21
2013-04-30 5:26,192,172,20
2013-04-30 5:27,194,174,20
2013-04-30 5:28,195,176,19
2013-04-30 5:29,197,178,19
2013-04-30 5:30,199,180,19
2013-04-30 5:31,200,183,17
2013-04-30 5:32,202,185,17
2013-04-30 5:33,204,187,17
2013-04-30 5:34,206,189,17
2013-04-30 5:35,208,192,16
2013-04-30 5:36,209,194,15
2013-04-30 5:37,211,196,15
2013-04-30 5:38,213,199,14
2013-04-30 5:39,215,201,14
2013-04-30 5:40,217,204,13
2013-04-30 5:41,219,206,13
2013-04-30 5:42,221,208,13
2013-04-30 5:43,223,211,12
2013-04-30 5:44,225,213,12
2013-04-30 5:45,227,216,11
2013-04-30 5:46,229,219,10
2013-04-30 5:47,231,221,10
2013-04-30 5:48,233,224,9
2013-04-30 5:49,235,226,9
2013-04-30 5:50,237,229,8
2013-04-30 5:51,239,232,7
2013-04-30 5:52,242,234,8
2013-04-30 5:53,244,237,7
2013-04-30 5:54,246,240,6
2013-04-30 5:55,248,242,6
2013-04-30 5:56,250,245,5
2013-04-30 5:57,253,248,5
2013-04-30 5:58,255,251,4
2013-04-30 5:59,258,254,4
2013-04-30 6:00,260,256,4
2013-04-30 6:01,263,259,4
2013-04-30 6:02,266,262,4
2013-04-30 6:03,268,265,3
2013-04-30 6:04,271,268,3
2013-04-30 6:05,274,271,3
2013-04-30 6:06,277,274,3
2013-04-30 6:07,279,277,2
2013-04-30 6:08,282,280,2
2013-04-30 6:09,285,283,2
2013-04-30 6:10,288,286,2
2013-04-30 6:11,291,289,2
2013-04-30 6:12,294,292,2
2013-04-30 6:13,297,295,2
2013-04-30 6:14,300,298,2
2013-04-30 6:15,303,301,2
2013-04-30 6:16,306,304,2
2013-04-30 6:17,309,307,2
2013-04-30 6:18,312,310,2
2013-04-30 6:19,315,314,1
2013-04-30 6:20,318,317,1
2013-04-30 6:21,322,320,2
2013-04-30 6:22,325,323,2
2013-04-30 6:23,328,326,2
2013-04-30 6:24,332,330,2
2013-04-30 6:25,335,333,2
2013-04-30 6:26,338,336,2
2013-04-30 6:27,342,339,3
2013-04-30 6:28,345,343,2
2013-04-30 6:29,349,346,3
2013-04-30 6:30,352,349,3
2013-04-30 6:31,356,352,4
2013-04-30 6:32,359,356,3
2013-04-30 6:33,362,359,3
2013-04-30 6:34,366,362,4
2013-04-30 6:35,369,366,3
2013-04-30 6:36,373,369,4
2013-04-30 6:37,375,372,3
2013-04-30 6:38,379,376,3
2013-04-30 6:39,382,379,3
2013-04-30 6:40,385,383,2
2013-04-30 6:41,388,386,2
2013-04-30 6:42,391,389,2
2013-04-30 6:43,394,393,1
2013-04-30 6:44,397,396,1
2013-04-30 6:45,400,400,0
2013-04-30 6:46,403,403,0
2013-04-30 6:47,407,406,1
2013-04-30 6:48,410,410,0
2013-04-30 6:49,413,413,0
2013-04-30 6:50,416,417,-1
2013-04-30 6:51,419,420,-1
2013-04-30 6:52,423,424,-1
2013-04-30 6:53,426,427,-1
2013-04-30 6:54,429,430,-1
2013-04-30 6:55,432,434,-2
2013-04-30 6:56,436,437,-1
2013-04-30 6:57,438,441,-3
2013-04-30 6:58,442,444,-2
2013-04-30 6:59,445,448,-3
2013-04-30 7:00,448,451,-3
2013-04-30 7:01,451,454,-3
2013-04-30 7:02,455,458,-3
2013-04-30 7:03,458,461,-3
2013-04-30 7:04,461,465,-4
2013-04-30 7:05,465,468,-3
2013-04-30 7:06,468,471,-3
2013-04-30 7:07,471,475,-4
2013-04-30 7:08,474,478,-4
2013-04-30 7:09,477,482,-5
2013-04-30 7:10,481,485,-4
2013-04-30 7:11,484,488,-4
2013-04-30 7:12,487,492,-5
2013-04-30 7:13,490,495,-5
2013-04-30 7:14,493,498,-5
2013-04-30 7:15,496,502,-6
2013-04-30 7:16,500,505,-5
2013-04-30 7:17,503,508,-5
2013-04-30 7:18,506,512,-6
2013-04-30 7:19,509,515,-6
2013-04-30 7:20,512,518,-6
2013-04-30 7:21,515,521,-6
2013-04-30 7:22,518,525,-7
2013-04-30 7:23,522,528,-6
2013-04-30 7:24,525,531,-6
2013-04-30 7:25,528,534,-6
2013-04-30 7:26,531,537,-6
2013-04-30 7:27,534,541,-7
2013-04-30 7:28,538,544,-6
2013-04-30 7:29,541,547,-6
2013-04-30 7:30,544,550,-6
2013-04-30 7:31,547,553,-6
2013-04-30 7:32,550,556,-6
2013-04-30 7:33,553,559,-6
2013-04-30 7:34,557,562,-5
2013-04-30 7:35,559,565,-6
2013-04-30 7:36,562,568,-6
2013-04-30 7:37,565,571,-6
2013-04-30 7:38,568,574,-6
2013-04-30 7:39,571,577,-6
2013-04-30 7:40,574,580,-6
2013-04-30 7:41,577,583,-6
2013-04-30 7:42,579,586,-7
2013-04-30 7:43,582,589,-7
2013-04-30 7:44,584,591,-7
2013-04-30 7:45,587,594,-7
2013-04-30 7:46,590,597,-7
2013-04-30 7:47,593,600,-7
2013-04-30 7:48,596,602,-6
2013-04-30 7:49,598,605,-7
2013-04-30 7:50,601,608,-7
2013-04-30 7:51,604,610,-6
2013-04-30 7:52,-,613,-
2013-04-30 7:53,-,616,-
2013-04-30 7:54,-,618,-
2013-04-30 7:55,-,621,-
2013-04-30 7:56,614,623,-9
2013-04-30 7:57,617,626,-9
2013-04-30 7:58,620,628,-8
2013-04-30 7:59,622,630,-8
2013-04-30 8:00,625,633,-8
2013-04-30 8:01,627,635,-8
2013-04-30 8:02,630,637,-7
2013-04-30 8:03,633,640,-7
2013-04-30 8:04,635,642,-7
2013-04-30 8:05,638,644,-6
2013-04-30 8:06,640,646,-6
2013-04-30 8:07,642,648,-6
2013-04-30 8:08,645,650,-5
2013-04-30 8:09,647,652,-5
2013-04-30 8:10,650,655,-5
2013-04-30 8:11,652,656,-4
2013-04-30 8:12,654,658,-4
2013-04-30 8:13,656,660,-4
2013-04-30 8:14,658,662,-4
2013-04-30 8:15,659,664,-5
2013-04-30 8:16,661,666,-5
2013-04-30 8:17,663,668,-5
2013-04-30 8:18,665,669,-4
2013-04-30 8:19,667,671,-4
2013-04-30 8:20,668,673,-5
2013-04-30 8:21,670,674,-4
2013-04-30 8:22,672,676,-4
2013-04-30 8:23,674,678,-4
2013-04-30 8:24,675,679,-4
2013-04-30 8:25,677,680,-3
2013-04-30 8:26,678,682,-4
2013-04-30 8:27,680,683,-3
2013-04-30 8:28,681,685,-4
2013-04-30 8:29,683,686,-3
2013-04-30 8:30,685,687,-2
2013-04-30 8:31,686,688,-2
2013-04-30 8:32,687,690,-3
2013-04-30 8:33,688,691,-3
2013-04-30 8:34,690,692,-2
2013-04-30 8:35,691,693,-2
2013-04-30 8:36,692,694,-2
2013-04-30 8:37,693,695,-2
2013-04-30 8:38,694,696,-2
2013-04-30 8:39,695,697,-2
2013-04-30 8:40,697,698,-1
2013-04-30 8:41,698,699,-1
2013-04-30 8:42,699,699,0
2013-04-30 8:43,700,700,0
2013-04-30 8:44,700,701,-1
2013-04-30 8:45,701,702,-1
2013-04-30 8:46,702,702,0
2013-04-30 8:47,702,703,-1
2013-04-30 8:48,703,703,0
2013-04-30 8:49,704,704,0
2013-04-30 8:50,704,704,0
2013-04-30 8:51,705,705,0
2013-04-30 8:52,706,705,1
2013-04-30 8:53,707,705,2
2013-04-30 8:54,707,706,1
2013-04-30 8:55,708,706,2
2013-04-30 8:56,708,706,2
2013-04-30 8:57,709,706,3
2013-04-30 8:58,709,707,2
2013-04-30 8:59,709,707,2
2013-04-30 9:00,709,707,2
2013-04-30 9:01,709,707,2
2013-04-30 9:02,709,707,2
2013-04-30 9:03,709,707,2
2013-04-30 9:04,709,707,2
2013-04-30 9:05,709,707,2
2013-04-30 9:06,709,706,3
2013-04-30 9:07,709,706,3
2013-04-30 9:08,709,706,3
2013-04-30 9:09,709,706,3
2013-04-30 9:10,709,705,4
2013-04-30 9:11,709,705,4
2013-04-30 9:12,709,705,4
2013-04-30 9:13,709,704,5
2013-04-30 9:14,709,704,5
2013-04-30 9:15,708,703,5
2013-04-30 9:16,708,703,5
2013-04-30 9:17,707,702,5
2013-04-30 9:18,707,702,5
2013-04-30 9:19,706,701,5
2013-04-30 9:20,705,700,5
2013-04-30 9:21,705,700,5
2013-04-30 9:22,704,699,5
2013-04-30 9:23,703,698,5
2013-04-30 9:24,703,697,6
2013-04-30 9:25,702,696,6
2013-04-30 9:26,701,696,5
2013-04-30 9:27,701,695,6
2013-04-30 9:28,700,694,6
2013-04-30 9:29,698,693,5
2013-04-30 9:30,697,692,5
2013-04-30 9:31,697,691,6
2013-04-30 9:32,696,690,6
2013-04-30 9:33,695,689,6
2013-04-30 9:34,693,687,6
2013-04-30 9:35,692,686,6
2013-04-30 9:36,691,685,6
2013-04-30 9:37,690,684,6
2013-04-30 9:38,688,683,5
2013-04-30 9:39,687,681,6
2013-04-30 9:40,686,680,6
2013-04-30 9:41,684,679,5
2013-04-30 9:42,683,677,6
2013-04-30 9:43,682,676,6
2013-04-30 9:44,680,675,5
2013-04-30 9:45,679,673,6
2013-04-30 9:46,678,672,6
2013-04-30 9:47,677,670,7
2013-04-30 9:48,676,669,7
2013-04-30 9:49,674,667,7
2013-04-30 9:50,673,666,7
2013-04-30 9:51,671,664,7
2013-04-30 9:52,670,663,7
2013-04-30 9:53,668,661,7
2013-04-30 9:54,667,660,7
2013-04-30 9:55,665,658,7
2013-04-30 9:56,664,656,8
2013-04-30 9:57,662,655,7
2013-04-30 9:58,660,653,7
2013-04-30 9:59,659,651,8
2013-04-30 10:00,657,649,8
2013-04-30 10:01,656,648,8
2013-04-30 10:02,654,646,8
2013-04-30 10:03,653,644,9
2013-04-30 10:04,651,642,9
2013-04-30 10:05,649,640,9
2013-04-30 10:06,648,639,9
2013-04-30 10:07,646,637,9
2013-04-30 10:08,645,635,10
2013-04-30 10:09,643,633,10
2013-04-30 10:10,641,631,10
2013-04-30 10:11,640,629,11
2013-04-30 10:12,638,627,11
2013-04-30 10:13,636,625,11
2013-04-30 10:14,635,623,12
2013-04-30 10:15,633,621,12
2013-04-30 10:16,631,620,11
2013-04-30 10:17,630,618,12
2013-04-30 10:18,628,616,12
2013-04-30 10:19,626,614,12
2013-04-30 10:20,625,612,13
2013-04-30 10:21,623,610,13
2013-04-30 10:22,622,608,14
2013-04-30 10:23,620,606,14
2013-04-30 10:24,618,603,15
2013-04-30 10:25,616,601,15
2013-04-30 10:26,614,599,15
2013-04-30 10:27,613,597,16
2013-04-30 10:28,611,595,16
2013-04-30 10:29,609,593,16
2013-04-30 10:30,607,591,16
2013-04-30 10:31,605,589,16
2013-04-30 10:32,604,587,17
2013-04-30 10:33,601,585,16
2013-04-30 10:34,600,583,17
2013-04-30 10:35,598,581,17
2013-04-30 10:36,596,579,17
2013-04-30 10:37,594,577,17
2013-04-30 10:38,592,574,18
2013-04-30 10:39,590,572,18
2013-04-30 10:40,588,570,18
2013-04-30 10:41,586,568,18
2013-04-30 10:42,584,566,18
2013-04-30 10:43,582,564,18
2013-04-30 10:44,580,562,18
2013-04-30 10:45,579,560,19
2013-04-30 10:46,576,558,18
2013-04-30 10:47,574,556,18
2013-04-30 10:48,572,554,18
2013-04-30 10:49,570,551,19
2013-04-30 10:50,568,549,19
2013-04-30 10:51,566,547,19
2013-04-30 10:52,564,545,19
2013-04-30 10:53,562,543,19
2013-04-30 10:54,560,541,19
2013-04-30 10:55,558,539,19
2013-04-30 10:56,556,537,19
2013-04-30 10:57,554,535,19
2013-04-30 10:58,552,533,19
2013-04-30 10:59,550,531,19
2013-04-30 11:00,548,529,19
2013-04-30 11:01,546,527,19
2013-04-30 11:02,545,525,20
2013-04-30 11:03,543,523,20
2013-04-30 11:04,541,521,20
2013-04-30 11:05,539,519,20
2013-04-30 11:06,538,517,21
2013-04-30 11:07,536,515,21
2013-04-30 11:08,533,513,20
2013-04-30 11:09,532,511,21
2013-04-30 11:10,530,509,21
2013-04-30 11:11,528,507,21
2013-04-30 11:12,526,505,21
2013-04-30 11:13,525,503,22
2013-04-30 11:14,523,501,22
2013-04-30 11:15,521,499,22
2013-04-30 11:16,520,497,23
2013-04-30 11:17,518,495,23
2013-04-30 11:18,516,493,23
2013-04-30 11:19,514,491,23
2013-04-30 11:20,512,489,23
2013-04-30 11:21,511,487,24
2013-04-30 11:22,509,486,23
2013-04-30 11:23,507,484,23
2013-04-30 11:24,505,482,23
2013-04-30 11:25,504,480,24
2013-04-30 11:26,502,478,24
2013-04-30 11:27,500,476,24
2013-04-30 11:28,498,474,24
2013-04-30 11:29,497,473,24
2013-04-30 11:30,495,471,24
2013-04-30 11:31,493,469,24
2013-04-30 11:32,491,467,24
2013-04-30 11:33,489,465,24
2013-04-30 11:34,487,464,23
2013-04-30 11:35,485,462,23
2013-04-30 11:36,484,460,24
2013-04-30 11:37,482,458,24
2013-04-30 11:38,480,457,23
2013-04-30 11:39,478,455,23
2013-04-30 11:40,476,453,23
2013-04-30 11:41,475,452,23
2013-04-30 11:42,473,450,23
2013-04-30 11:43,471,448,23
2013-04-30 11:44,470,446,24
2013-04-30 11:45,468,445,23
2013-04-30 11:46,466,443,23
2013-04-30 11:47,464,441,23
2013-04-30 11:48,462,440,22
2013-04-30 11:49,461,438,23
2013-04-30 11:50,459,437,22
2013-04-30 11:51,457,435,22
2013-04-30 11:52,454,433,21
2013-04-30 11:53,453,432,21
2013-04-30 11:54,451,430,21
2013-04-30 11:55,449,429,20
2013-04-30 11:56,447,427,20
2013-04-30 11:57,445,425,20
2013-04-30 11:58,444,424,20
2013-04-30 11:59,442,422,20
2013-04-30 12:00,440,421,19
2013-04-30 12:01,438,419,19
2013-04-30 12:02,436,418,18
2013-04-30 12:03,435,416,19
2013-04-30 12:04,433,415,18
2013-04-30 12:05,431,413,18
2013-04-30 12:06,429,412,17
2013-04-30 12:07,427,410,17
2013-04-30 12:08,425,409,16
2013-04-30 12:09,423,407,16
2013-04-30 12:10,422,406,16
